foxf1_ko_10hpf_rnaseq_june_6	foxf_ko_10hpf_rnaseq_may_31	lacz1_ko_10hpf_rnaseq_may_31	lacz2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_may_31
KH2013:KH.C10.581	114	305	169	93	105	487
KH2013:KH.C10.582	4	4	1	2	5	24
KH2013:KH.C10.583	124	234	102	129	150	308
KH2013:KH.C10.584	223	512	229	149	256	761
KH2013:KH.C10.585	142	415	179	88	114	633
KH2013:KH.C10.586	170	387	202	109	155	601
KH2013:KH.C10.587	49	62	36	37	40	96
KH2013:KH.C10.588	0	0	0	1	0	1
KH2013:KH.C10.589	5	18	3	1	6	10
KH2013:KH.C10.59	297	940	426	283	336	1190
KH2013:KH.C10.590	143	337	168	108	131	468
KH2013:KH.C10.591	0	0	0	0	0	0
KH2013:KH.C10.592	107	311	153	82	97	399
KH2013:KH.C10.593	154	316	219	128	173	527
KH2013:KH.C10.594	3	3	3	0	1	1
KH2013:KH.C10.595	6	3	9	4	3	13
KH2013:KH.C10.596	131	373	155	99	154	461
KH2013:KH.C10.597	891	2125	1350	594	722	3498
KH2013:KH.C10.598	190	489	222	150	183	613
KH2013:KH.C10.599	4	24	6	9	3	31
KH2013:KH.C10.6	12	12	6	7	5	13
KH2013:KH.C10.60	0	1	0	1	0	1
KH2013:KH.C10.600	20	37	19	12	10	55
KH2013:KH.C10.601	179	444	285	130	169	770
KH2013:KH.C10.602	28	96	32	25	24	92
KH2013:KH.C10.603	91	186	104	56	99	299
KH2013:KH.C10.604	255	567	363	250	259	933
KH2013:KH.C10.605	153	477	239	108	161	632
KH2013:KH.C10.606	104	277	168	89	118	414
KH2013:KH.C10.607	112	62	51	105	115	161
KH2013:KH.C10.608	81	205	124	70	76	296
KH2013:KH.C10.609	9	17	7	21	18	44
KH2013:KH.C10.61	717	1659	848	324	497	2270
KH2013:KH.C10.610	281	643	349	229	198	1135
KH2013:KH.C10.611	8	23	8	11	7	27
KH2013:KH.C10.612	122	325	142	127	133	470
KH2013:KH.C10.613	18	113	54	12	26	133
KH2013:KH.C10.614	74	282	106	49	74	390
KH2013:KH.C10.615	92	234	139	45	70	355
KH2013:KH.C10.616	5	4	0	2	6	4
KH2013:KH.C10.617	0	12	4	2	3	1
KH2013:KH.C10.618	4	2	2	0	5	23
KH2013:KH.C10.619	0	0	0	0	0	6
KH2013:KH.C10.62	0	2	2	0	0	0
KH2013:KH.C10.620	22	53	22	27	24	69
KH2013:KH.C10.622	2	3	0	0	3	4
KH2013:KH.C10.623	8	26	10	9	11	50
KH2013:KH.C10.624	208	469	250	201	190	801
KH2013:KH.C10.625	0	0	0	0	0	0
KH2013:KH.C10.626	0	0	0	0	0	0
KH2013:KH.C10.627	12	18	15	7	6	34
KH2013:KH.C10.63	0	1	0	0	0	1
KH2013:KH.C10.64	11	43	28	20	11	49
KH2013:KH.C10.65	45	144	57	30	42	138
KH2013:KH.C10.66	379	745	370	231	343	1147
KH2013:KH.C10.67	102	286	98	95	162	296
KH2013:KH.C10.68	0	2	0	0	2	0
KH2013:KH.C10.69	22	67	46	21	16	101
KH2013:KH.C10.7	9	22	14	9	13	28
KH2013:KH.C10.70	13	26	10	7	12	30
KH2013:KH.C10.71	4	18	1	0	3	17
KH2013:KH.C10.72	565	1220	548	427	585	1705
KH2013:KH.C10.73	310	886	543	203	258	1414
KH2013:KH.C10.74	26	81	96	45	77	189
KH2013:KH.C10.75	29	72	31	35	38	82
KH2013:KH.C10.76	0	0	0	0	0	1
KH2013:KH.C10.77	93	247	84	80	78	300
KH2013:KH.C10.78	1477	4298	1983	1248	1849	6292
KH2013:KH.C10.79	151	370	221	112	146	640
KH2013:KH.C10.8	56	134	41	54	81	188
KH2013:KH.C10.80	23	53	53	19	32	157
KH2013:KH.C10.81	694	1617	790	508	586	2362
KH2013:KH.C10.82	7	29	10	4	15	40
KH2013:KH.C10.83	467	732	557	497	577	1540
KH2013:KH.C10.84	219	546	222	184	195	754
KH2013:KH.C10.85	38	74	34	32	35	88
KH2013:KH.C10.86	4	3	2	0	2	6
KH2013:KH.C10.87	221	557	264	163	252	809
KH2013:KH.C10.88	3	28	3	3	5	20
KH2013:KH.C10.89	0	1	1	0	0	3
KH2013:KH.C10.9	3	10	0	7	0	8
KH2013:KH.C10.90	28	64	19	25	14	90
KH2013:KH.C10.91	903	2691	1173	625	727	3669
KH2013:KH.C10.92	383	1102	496	336	407	1677
KH2013:KH.C10.93	179	510	297	117	136	874
KH2013:KH.C10.94	314	669	399	224	259	1117
KH2013:KH.C10.96	123	242	144	77	152	419
KH2013:KH.C10.97	25	76	30	17	24	101
KH2013:KH.C10.98	2	11	4	0	3	18
KH2013:KH.C10.99	65	284	87	65	142	319
KH2013:KH.C1.1	13	47	22	12	12	60
KH2013:KH.C1.10	96	293	143	141	181	442
KH2013:KH.C1.100	0	2	0	0	0	0
KH2013:KH.C1.1000	351	733	387	308	408	1146
KH2013:KH.C1.1001	482	1106	571	268	430	1657
KH2013:KH.C1.1002	0	1	1	1	0	3
KH2013:KH.C1.1003	1	9	1	0	1	13
KH2013:KH.C1.1004	98	297	172	98	128	455
KH2013:KH.C1.1005	44	72	32	25	16	101
KH2013:KH.C1.1006	1	0	0	0	0	0
KH2013:KH.C1.1007	90	277	149	61	109	386
KH2013:KH.C1.1008	390	935	442	276	339	1476
KH2013:KH.C1.1009	168	320	150	94	113	441
KH2013:KH.C1.101	293	1009	528	251	350	1433
KH2013:KH.C1.1010	12	55	33	13	15	41
KH2013:KH.C1.1011	125	402	182	104	118	476
KH2013:KH.C1.1012	114	297	158	101	125	466
KH2013:KH.C1.1013	1790	3524	995	573	872	2736
KH2013:KH.C1.1014	71	111	48	34	47	144
KH2013:KH.C1.1015	12	26	7	5	13	47
KH2013:KH.C1.1016	330	1449	601	394	425	1931
KH2013:KH.C1.1017	2435	5783	3232	1337	1751	8492
KH2013:KH.C1.1018	0	8	1	8	5	12
KH2013:KH.C1.1019	9	28	15	5	7	25
KH2013:KH.C1.102	0	0	0	1	0	0
KH2013:KH.C1.1020	67	172	84	40	67	268
KH2013:KH.C1.1021	96	208	140	63	115	354
KH2013:KH.C1.1022	33	85	25	7	18	108
KH2013:KH.C1.1023	642	2102	928	656	889	2692
KH2013:KH.C1.1024	154	288	154	107	173	488
KH2013:KH.C1.1025	349	768	378	290	345	1163
KH2013:KH.C1.1026	23	102	44	24	35	128
KH2013:KH.C1.1027	1841	3985	2163	1463	1943	5920
KH2013:KH.C1.1028	5	4	0	4	3	0
KH2013:KH.C1.1029	119	302	221	124	140	567
KH2013:KH.C1.103	43	90	46	24	41	137
KH2013:KH.C1.1030	52	100	54	31	39	167
KH2013:KH.C1.1031	85	276	129	74	86	398
KH2013:KH.C1.1032	819	2078	857	563	838	2689
KH2013:KH.C1.1033	84	241	139	53	75	377
KH2013:KH.C1.1034	35	70	72	30	51	178
KH2013:KH.C1.1035	0	1	0	2	0	0
KH2013:KH.C1.1036	0	0	0	2	1	1
KH2013:KH.C1.1037	23	201	63	41	71	189
KH2013:KH.C1.1038	1	4	5	1	3	2
KH2013:KH.C1.1039	29	43	16	64	40	82
KH2013:KH.C1.104	43	109	76	46	44	170
KH2013:KH.C1.1040	422	1186	479	331	486	1717
KH2013:KH.C1.1041	87	177	104	56	61	266
KH2013:KH.C1.1042	2	10	2	1	3	19
KH2013:KH.C1.1043	176	457	235	171	143	644
KH2013:KH.C1.1044	289	894	454	214	256	1145
KH2013:KH.C1.1045	33	127	49	34	46	111
KH2013:KH.C1.1046	271	827	446	269	325	1199
KH2013:KH.C1.1047	0	0	1	0	1	0
KH2013:KH.C1.1048	2	11	2	1	4	11
KH2013:KH.C1.1049	0	0	0	0	0	1
KH2013:KH.C1.105	68	125	61	47	74	176
KH2013:KH.C1.1050	0	1	4	0	1	4
KH2013:KH.C1.1051	24	40	37	17	19	48
KH2013:KH.C1.1052	4	31	12	4	17	48
KH2013:KH.C1.1053	0	0	1	0	1	0
KH2013:KH.C1.1054	565	1154	609	363	515	1844
KH2013:KH.C1.1055	24	42	20	18	32	61
KH2013:KH.C1.1056	213	487	319	157	238	769
KH2013:KH.C1.1057	132	302	216	91	127	554
KH2013:KH.C1.1058	188	450	229	112	139	725
KH2013:KH.C1.1059	71	182	142	48	73	276
KH2013:KH.C1.106	0	3	3	1	2	11
KH2013:KH.C1.1060	10	42	27	6	5	47
KH2013:KH.C1.1061	1	2	7	3	2	12
KH2013:KH.C1.1062	160	375	219	119	176	652
KH2013:KH.C1.1063	2	8	2	3	2	19
KH2013:KH.C1.1064	267	951	408	274	455	1269
KH2013:KH.C1.1065	319	809	311	206	265	1081
KH2013:KH.C1.1066	16	34	29	10	12	66
KH2013:KH.C1.1067	3	24	2	2	12	24
KH2013:KH.C1.1068	2	2	3	4	0	8
KH2013:KH.C1.1069	0	0	0	0	1	0
KH2013:KH.C1.107	4	20	2	7	5	33
KH2013:KH.C1.1070	6	28	16	9	10	44
KH2013:KH.C1.1071	66	143	77	42	68	187
KH2013:KH.C1.1072	0	0	0	1	0	0
KH2013:KH.C1.1073	3	5	1	2	1	12
KH2013:KH.C1.1074	85	273	107	55	116	405
KH2013:KH.C1.1075	12	30	25	11	17	57
KH2013:KH.C1.1076	520	1155	646	305	484	1657
KH2013:KH.C1.1077	182	486	288	176	213	726
KH2013:KH.C1.1078	8	17	11	10	13	59
KH2013:KH.C1.1079	513	1063	327	407	317	1532
KH2013:KH.C1.108	39	102	41	34	27	158
KH2013:KH.C1.1080	0	0	0	0	0	2
KH2013:KH.C1.1081	184	460	295	132	191	712
KH2013:KH.C1.1082	41	59	42	18	21	108
KH2013:KH.C1.1083	554	1480	595	394	544	1728
KH2013:KH.C1.1084	0	1	0	0	0	0
KH2013:KH.C1.1085	9	61	39	17	22	78
KH2013:KH.C1.1086	45	90	69	27	40	148
KH2013:KH.C1.1087	0	1	0	0	3	0
KH2013:KH.C1.1088	1	0	0	0	0	0
KH2013:KH.C1.1089	113	253	98	69	84	368
KH2013:KH.C1.109	174	431	252	116	121	764
KH2013:KH.C1.1090	85	192	143	41	91	328
KH2013:KH.C1.1091	1	0	0	0	0	1
KH2013:KH.C1.1092	25	67	20	13	23	112
KH2013:KH.C1.1093	116	570	140	136	256	505
KH2013:KH.C1.1094	10	53	31	17	26	104
KH2013:KH.C1.1095	166	422	203	118	159	655
KH2013:KH.C1.1096	1	9	2	2	5	6
KH2013:KH.C1.1097	1	10	3	2	3	15
KH2013:KH.C1.1098	5	12	5	1	1	7
KH2013:KH.C1.1099	313	685	379	231	295	1051
KH2013:KH.C1.11	1093	2648	1378	829	1233	3912
KH2013:KH.C11.1	16	18	21	3	15	61
KH2013:KH.C1.110	50	165	104	54	66	258
KH2013:KH.C11.10	10	24	17	0	17	16
KH2013:KH.C1.1100	25	109	35	38	47	125
KH2013:KH.C11.100	439	1052	494	281	451	1466
KH2013:KH.C1.1101	458	1327	662	236	327	1949
KH2013:KH.C11.101	39	56	34	47	49	112
KH2013:KH.C1.1102	111	314	200	90	108	526
KH2013:KH.C11.102	392	1429	535	397	524	1596
KH2013:KH.C1.1103	124	380	156	79	109	477
KH2013:KH.C11.103	166	403	188	119	150	598
KH2013:KH.C1.1104	142	504	157	116	240	650
KH2013:KH.C11.104	58	155	70	37	54	192
KH2013:KH.C1.1105	0	0	1	2	0	0
KH2013:KH.C11.105	118	250	120	110	133	360
KH2013:KH.C1.1106	160	329	176	111	122	506
KH2013:KH.C11.106	11	47	9	20	34	50
KH2013:KH.C1.1107	275	627	325	226	288	1019
KH2013:KH.C11.107	0	0	0	0	0	0
KH2013:KH.C1.1108	0	0	0	0	0	0
KH2013:KH.C11.108	470	1370	699	374	499	2078
KH2013:KH.C1.1109	139	583	163	141	283	671
KH2013:KH.C11.109	266	753	362	162	241	1085
KH2013:KH.C1.111	180	362	223	151	167	623
KH2013:KH.C11.11	18	54	34	17	36	67
KH2013:KH.C1.1110	11	19	9	8	11	38
KH2013:KH.C11.110	61	237	84	85	111	277
KH2013:KH.C1.1111	10	29	12	11	7	42
KH2013:KH.C11.111	218	533	275	194	235	712
KH2013:KH.C1.1112	678	1545	794	519	688	2078
KH2013:KH.C11.112	1902	4779	2808	1672	2294	6682
KH2013:KH.C1.1113	9	13	11	10	6	32
KH2013:KH.C11.113	181	518	222	172	216	811
KH2013:KH.C1.1114	269	472	259	135	223	795
KH2013:KH.C11.114	289	731	416	198	314	1023
KH2013:KH.C1.1115	0	8	2	0	3	15
KH2013:KH.C11.115	145	307	172	131	155	510
KH2013:KH.C1.1116	2980	6575	2671	1481	1565	6977
KH2013:KH.C11.116	5	31	7	1	6	20
KH2013:KH.C1.1117	75	210	54	57	60	247
KH2013:KH.C11.117	464	1313	722	441	580	2152
KH2013:KH.C1.1118	202	586	306	167	277	840
KH2013:KH.C11.118	663	1687	826	558	730	2525
KH2013:KH.C1.1119	828	2200	1142	725	891	3401
KH2013:KH.C11.119	96	149	76	55	73	202
KH2013:KH.C1.112	11	19	12	3	13	23
KH2013:KH.C11.12	8	10	21	8	15	37
KH2013:KH.C1.1120	94	228	109	73	73	319
KH2013:KH.C11.120	1	0	0	0	0	0
KH2013:KH.C1.1121	5	49	22	15	18	59
KH2013:KH.C11.121	1060	2740	1466	620	945	4837
KH2013:KH.C1.1122	0	0	0	0	0	0
KH2013:KH.C11.122	154	495	411	291	296	1190
KH2013:KH.C1.1123	0	0	0	2	1	4
KH2013:KH.C11.123	34	120	61	33	25	138
KH2013:KH.C1.1124	60	61	28	35	53	132
KH2013:KH.C11.124	163	349	153	106	136	461
KH2013:KH.C1.1125	279	648	270	185	282	895
KH2013:KH.C11.125	238	593	351	220	283	963
KH2013:KH.C1.1126	2	19	5	6	8	24
KH2013:KH.C11.126	0	1	1	0	0	0
KH2013:KH.C11.127	7	34	16	7	13	35
KH2013:KH.C1.1128	0	0	2	3	0	1
KH2013:KH.C11.128	333	953	491	259	361	1484
KH2013:KH.C1.1129	1723	3921	2082	1223	1662	5891
KH2013:KH.C11.129	618	1789	779	477	760	2572
KH2013:KH.C1.113	2658	7681	3501	1720	2054	11442
KH2013:KH.C11.13	221	548	284	177	266	732
KH2013:KH.C1.1130	34	91	47	29	30	184
KH2013:KH.C11.130	170	517	230	171	177	678
KH2013:KH.C1.1131	53	113	44	40	50	123
KH2013:KH.C11.131	157	363	173	90	93	606
KH2013:KH.C1.1132	0	1	0	1	0	1
KH2013:KH.C11.132	59	131	94	35	60	187
KH2013:KH.C1.1133	41	75	39	36	48	148
KH2013:KH.C11.133	0	0	0	0	0	3
KH2013:KH.C1.1134	46	126	68	37	51	178
KH2013:KH.C11.134	243	589	311	159	266	839
KH2013:KH.C1.1135	173	278	214	151	164	481
KH2013:KH.C11.135	27	57	38	15	27	87
KH2013:KH.C1.1136	6	10	5	3	7	21
KH2013:KH.C11.136	145	279	137	89	100	412
KH2013:KH.C1.1137	173	427	267	139	153	675
KH2013:KH.C11.137	0	2	0	3	3	8
KH2013:KH.C1.1138	730	1884	1139	575	791	2924
KH2013:KH.C11.138	8	4	6	4	5	13
KH2013:KH.C1.1139	0	0	0	0	2	0
KH2013:KH.C11.139	7	24	4	1	7	12
KH2013:KH.C1.114	0	7	2	1	1	9
KH2013:KH.C11.14	34	81	27	24	49	97
KH2013:KH.C1.1140	411	993	475	251	358	1393
KH2013:KH.C11.140	228	633	298	176	237	903
KH2013:KH.C1.1141	46	117	62	45	47	115
KH2013:KH.C11.141	13	25	11	18	17	53
KH2013:KH.C1.1142	5	0	1	0	0	3
KH2013:KH.C11.142	592	1385	708	433	529	1938
KH2013:KH.C1.1143	23	69	23	13	23	94
KH2013:KH.C11.143	226	724	350	267	321	1080
KH2013:KH.C1.1144	74	133	64	53	58	234
KH2013:KH.C11.144	4	23	13	34	14	36
KH2013:KH.C1.1145	241	553	229	156	230	918
KH2013:KH.C11.145	0	1	2	4	2	14
KH2013:KH.C1.1146	5	10	2	2	0	6
KH2013:KH.C11.146	769	1748	890	607	727	2604
KH2013:KH.C1.1147	341	929	604	225	300	1398
KH2013:KH.C11.147	2	1	0	0	1	1
KH2013:KH.C1.1148	16	58	29	27	23	109
KH2013:KH.C11.148	413	989	491	280	396	1380
KH2013:KH.C1.1149	60	165	81	69	50	242
KH2013:KH.C11.149	28	112	19	29	45	111
KH2013:KH.C1.115	55	183	85	63	58	237
KH2013:KH.C11.15	0	3	3	2	1	0
KH2013:KH.C1.1150	30	33	13	18	25	52
KH2013:KH.C11.150	0	0	0	0	0	0
KH2013:KH.C1.1151	73	196	100	60	72	297
KH2013:KH.C11.151	284	581	349	213	263	1006
KH2013:KH.C1.1152	4	33	17	2	5	16
KH2013:KH.C11.152	61	178	78	45	57	257
KH2013:KH.C1.1153	1	6	2	1	1	14
KH2013:KH.C11.153	3117	8099	3893	1640	1795	12915
KH2013:KH.C1.1154	1	3	1	3	2	1
KH2013:KH.C11.154	85	204	105	52	82	327
KH2013:KH.C1.1155	46	76	50	40	35	144
KH2013:KH.C11.155	13	7	4	8	8	14
KH2013:KH.C1.1156	59	258	67	33	28	277
KH2013:KH.C11.156	19	31	27	11	16	84
KH2013:KH.C1.1157	103	301	88	73	133	346
KH2013:KH.C11.157	1	1	0	0	1	0
KH2013:KH.C1.1158	0	2	5	0	1	5
KH2013:KH.C11.158	83	229	114	91	131	374
KH2013:KH.C1.1159	18	83	37	13	27	97
KH2013:KH.C11.159	1346	3452	1729	1014	1335	5003
KH2013:KH.C1.116	1316	3513	1943	1141	1346	4863
KH2013:KH.C11.16	283	624	310	192	252	899
KH2013:KH.C1.1160	174	512	236	87	172	753
KH2013:KH.C11.160	1182	2656	1305	568	812	3931
KH2013:KH.C1.1161	28	131	76	32	24	232
KH2013:KH.C11.161	297	691	326	245	257	1019
KH2013:KH.C11.162	268	801	574	509	499	1779
KH2013:KH.C1.1163	0	0	0	0	0	0
KH2013:KH.C11.163	192	471	249	144	204	700
KH2013:KH.C1.1164	140	314	138	107	143	516
KH2013:KH.C11.164	11	52	8	2	11	45
KH2013:KH.C1.1165	47	82	38	31	23	119
KH2013:KH.C11.165	3	19	4	5	4	28
KH2013:KH.C1.1166	2	4	6	8	3	11
KH2013:KH.C11.166	30	102	40	22	33	122
KH2013:KH.C1.1167	413	954	529	299	317	1584
KH2013:KH.C11.167	827	2558	1260	534	729	3979
KH2013:KH.C1.1168	601	1640	889	472	640	2579
KH2013:KH.C11.168	1	0	0	0	0	1
KH2013:KH.C1.1169	122	285	169	117	130	387
KH2013:KH.C11.169	797	1825	908	511	761	2728
KH2013:KH.C1.117	105	299	407	204	240	851
KH2013:KH.C11.17	1	26	13	1	3	25
KH2013:KH.C1.1170	3	7	0	0	1	4
KH2013:KH.C11.170	6	4	12	14	15	36
KH2013:KH.C1.1171	16	49	31	20	25	79
KH2013:KH.C11.171	51	119	70	42	56	229
KH2013:KH.C1.1172	224	612	321	137	205	994
KH2013:KH.C11.172	142	379	240	136	166	581
KH2013:KH.C1.1173	0	1	0	0	1	1
KH2013:KH.C11.173	61	140	71	29	39	209
KH2013:KH.C1.1174	65	130	62	42	46	156
KH2013:KH.C11.174	48	81	35	33	47	118
KH2013:KH.C1.1175	78	294	114	83	108	252
KH2013:KH.C11.175	133	379	177	118	185	548
KH2013:KH.C1.1176	380	974	400	169	294	1291
KH2013:KH.C11.176	74	187	106	66	82	270
KH2013:KH.C1.1177	40	112	40	13	53	127
KH2013:KH.C11.177	1030	2606	1434	657	883	4749
KH2013:KH.C1.1178	969	2583	1303	906	1113	3586
KH2013:KH.C11.178	119	279	134	71	109	351
KH2013:KH.C1.1179	95	135	81	68	53	257
KH2013:KH.C11.179	0	0	0	1	0	0
KH2013:KH.C1.118	24	90	19	32	44	107
KH2013:KH.C11.18	4	8	5	6	6	30
KH2013:KH.C1.1180	370	1033	572	290	292	1491
KH2013:KH.C11.180	91	310	167	71	99	450
KH2013:KH.C1.1181	36	127	87	36	44	191
KH2013:KH.C11.181	0	8	4	1	4	12
KH2013:KH.C1.1182	322	632	425	208	333	868
KH2013:KH.C11.182	5	20	7	9	6	27
KH2013:KH.C1.1183	0	0	2	0	0	0
KH2013:KH.C1.1184	128	278	140	75	98	389
KH2013:KH.C11.184	329	1639	367	456	813	1460
KH2013:KH.C1.1185	2	0	0	0	0	0
KH2013:KH.C11.185	15	90	22	21	24	64
KH2013:KH.C1.1186	1819	4016	1822	885	1243	5987
KH2013:KH.C11.186	180	536	175	177	187	570
KH2013:KH.C1.1187	255	555	288	126	216	799
KH2013:KH.C11.187	33	114	60	15	26	209
KH2013:KH.C1.1188	3	2	1	4	0	0
KH2013:KH.C11.188	335	933	528	337	324	1360
KH2013:KH.C1.1189	3	4	1	3	1	7
KH2013:KH.C11.189	382	962	527	315	361	1534
KH2013:KH.C1.119	1	4	0	2	1	0
KH2013:KH.C11.19	31	46	54	21	24	126
KH2013:KH.C1.1190	51	155	80	43	55	235
KH2013:KH.C11.190	88	312	171	59	90	399
KH2013:KH.C1.1191	49	86	47	41	48	134
KH2013:KH.C11.191	73	262	140	65	78	390
KH2013:KH.C1.1192	0	0	0	0	0	1
KH2013:KH.C11.192	10	37	6	10	13	31
KH2013:KH.C1.1193	0	6	2	7	0	0
KH2013:KH.C11.193	527	1462	739	416	523	2010
KH2013:KH.C1.1194	46	173	61	25	45	168
KH2013:KH.C11.194	0	0	1	1	1	3
KH2013:KH.C1.1195	126	301	175	77	125	430
KH2013:KH.C11.195	9	57	37	13	14	94
KH2013:KH.C1.1196	69	266	129	56	92	508
KH2013:KH.C11.196	70	403	150	55	146	390
KH2013:KH.C1.1197	188	524	285	145	171	790
KH2013:KH.C11.197	285	600	433	223	304	1204
KH2013:KH.C1.1198	137	427	199	92	158	566
KH2013:KH.C11.198	78	182	78	37	49	269
KH2013:KH.C1.1199	45	134	65	34	46	167
KH2013:KH.C11.199	163	721	212	157	322	764
KH2013:KH.C1.12	102	329	187	74	125	527
KH2013:KH.C11.2	75	233	89	54	79	310
KH2013:KH.C1.120	2462	4002	2401	1293	1825	5583
KH2013:KH.C11.20	230	531	332	178	215	837
KH2013:KH.C1.1200	20	51	29	6	9	70
KH2013:KH.C11.200	11	42	22	17	26	57
KH2013:KH.C1.1201	52	171	87	46	60	236
KH2013:KH.C11.201	0	10	1	0	0	11
KH2013:KH.C1.1202	145	392	195	117	93	615
KH2013:KH.C11.202	247	480	211	197	276	718
KH2013:KH.C1.1203	18	83	21	16	38	89
KH2013:KH.C11.203	182	367	190	145	155	571
KH2013:KH.C1.1204	8	45	24	6	18	71
KH2013:KH.C11.204	60	152	65	37	55	222
KH2013:KH.C1.1205	143	375	236	133	110	509
KH2013:KH.C11.205	99	250	186	122	135	467
KH2013:KH.C1.1206	0	0	0	0	2	2
KH2013:KH.C11.206	43	163	41	73	72	184
KH2013:KH.C1.1207	275	719	322	207	334	1001
KH2013:KH.C11.207	440	1146	576	362	443	1872
KH2013:KH.C1.1208	42	56	51	19	28	112
KH2013:KH.C1.1209	10	37	12	13	7	53
KH2013:KH.C11.209	0	3	0	0	0	0
KH2013:KH.C1.121	298	658	357	263	307	1153
KH2013:KH.C11.21	1492	3094	1557	1031	1358	4393
KH2013:KH.C1.1210	1	0	2	0	0	1
KH2013:KH.C11.210	6745	17093	8397	4265	5792	24618
KH2013:KH.C1.1211	280	530	160	162	133	588
KH2013:KH.C11.211	219	544	235	145	214	865
KH2013:KH.C1.1212	1	11	3	0	4	13
KH2013:KH.C11.212	2	14	12	9	15	38
KH2013:KH.C1.1213	136	389	178	118	130	601
KH2013:KH.C11.213	0	5	2	1	2	0
KH2013:KH.C1.1214	0	0	0	0	1	0
KH2013:KH.C11.214	102	277	135	66	96	419
KH2013:KH.C11.215	184	503	187	119	208	579
KH2013:KH.C1.1216	171	542	262	145	189	699
KH2013:KH.C11.216	83	284	134	91	111	508
KH2013:KH.C1.1217	28	151	57	58	53	201
KH2013:KH.C11.217	1	1	3	7	9	15
KH2013:KH.C1.1218	9	24	22	6	19	61
KH2013:KH.C11.218	522	1302	627	380	480	2004
KH2013:KH.C1.1219	261	570	368	263	161	840
KH2013:KH.C11.219	95	244	102	67	75	350
KH2013:KH.C1.122	10	9	4	11	5	44
KH2013:KH.C11.22	483	1043	567	322	477	1597
KH2013:KH.C1.1220	3	22	5	8	13	27
KH2013:KH.C11.220	167	306	163	117	160	439
KH2013:KH.C1.1221	1	13	0	0	7	20
KH2013:KH.C11.221	205	511	275	149	214	771
KH2013:KH.C1.1222	45	90	52	29	34	124
KH2013:KH.C11.222	135	554	173	163	405	561
KH2013:KH.C1.1223	214	427	217	183	208	727
KH2013:KH.C11.223	12	43	23	16	8	85
KH2013:KH.C1.1224	438	1184	682	407	407	1792
KH2013:KH.C11.224	140	306	179	77	112	489
KH2013:KH.C1.1225	0	3	0	1	1	9
KH2013:KH.C11.225	0	1	1	0	0	2
KH2013:KH.C1.1226	79	214	123	73	80	394
KH2013:KH.C11.226	26	56	27	31	27	76
KH2013:KH.C1.1227	3	5	0	2	0	4
KH2013:KH.C11.227	106	369	167	106	112	434
KH2013:KH.C1.1228	0	0	0	0	0	0
KH2013:KH.C11.228	41	162	67	30	39	172
KH2013:KH.C1.1229	51	125	63	24	55	206
KH2013:KH.C11.229	19	46	24	11	18	82
KH2013:KH.C1.123	21	40	43	19	27	58
KH2013:KH.C11.23	255	614	262	129	215	733
KH2013:KH.C1.1230	476	959	493	358	482	1547
KH2013:KH.C11.230	11	13	4	3	21	12
KH2013:KH.C1.1231	730	1961	1045	448	616	2458
KH2013:KH.C11.231	94	184	109	65	91	391
KH2013:KH.C1.1232	66	191	127	66	70	267
KH2013:KH.C11.232	81	154	100	48	76	293
KH2013:KH.C1.1233	0	0	1	0	0	0
KH2013:KH.C11.233	2	1	0	1	2	6
KH2013:KH.C1.1234	29	46	25	23	20	45
KH2013:KH.C11.234	122	232	123	60	85	388
KH2013:KH.C1.1235	64	166	70	31	43	191
KH2013:KH.C11.235	1581	3308	1712	1144	1471	4830
KH2013:KH.C1.1236	227	577	310	163	218	821
KH2013:KH.C11.236	96	234	103	80	79	261
KH2013:KH.C1.1237	33	116	72	38	63	195
KH2013:KH.C11.237	38	135	74	21	57	197
KH2013:KH.C1.1238	247	480	277	156	235	738
KH2013:KH.C11.238	138	405	245	135	172	711
KH2013:KH.C1.1239	73	206	120	91	110	357
KH2013:KH.C11.239	1	5	2	1	2	5
KH2013:KH.C1.124	858	2428	1128	702	859	3058
KH2013:KH.C11.24	661	1671	836	525	673	2339
KH2013:KH.C1.1240	533	2071	651	529	1040	2125
KH2013:KH.C11.240	61	119	43	34	62	116
KH2013:KH.C1.1241	1	1	0	0	4	3
KH2013:KH.C11.241	2065	5352	2544	1662	2229	7421
KH2013:KH.C1.1242	36	69	33	26	40	114
KH2013:KH.C11.242	4	11	9	5	8	28
KH2013:KH.C1.1243	2	6	1	1	2	1
KH2013:KH.C11.243	2197	5026	2494	1933	2338	6861
KH2013:KH.C1.1244	74	196	106	61	119	310
KH2013:KH.C11.244	0	3	0	0	3	0
KH2013:KH.C1.1245	34	73	46	27	28	102
KH2013:KH.C11.245	45	143	74	24	26	173
KH2013:KH.C1.1246	0	0	0	0	0	1
KH2013:KH.C11.246	70	156	85	61	96	264
KH2013:KH.C1.1247	383	1065	505	220	282	1582
KH2013:KH.C1.1248	59	151	59	54	63	178
KH2013:KH.C11.248	27	65	41	19	34	104
KH2013:KH.C1.1249	413	874	482	255	310	1376
KH2013:KH.C11.249	0	0	0	0	1	0
KH2013:KH.C1.125	2	13	2	0	3	18
KH2013:KH.C11.25	15	34	18	11	18	44
KH2013:KH.C1.1250	55	192	79	53	63	243
KH2013:KH.C11.250	4	6	2	0	0	7
